fecha_convocatoria,fecha_buena_pro,fecha_suscripcion,lead_time_adjudicacion,lead_time_formalizacion,lead_time_total_proceso,red_asistencial,dpto_entrega_item,tipo_proveedor,denominacion_dci,tipo_proceso_seleccion,es_consorcio,es_uso_critico,es_uso_intrahospitalario,monto_adjudicado_soles,anio,flag_tiene_adenda
2022-01-28,2022-02-06,2022-02-07,9,1,10,red prestacional almenara,lima,legal entity,clotrimazol 1%,contratacion directa,0,0,0,102725.04,2022,0
2024-04-17,2024-07-10,2024-08-23,84,44,128,red asistencial arequipa,ancash,legal entity,ritonavir 100 mg,licitacion publica,0,1,1,485808.64,2024,1
2022-02-13,2022-04-29,2022-06-16,75,48,123,red prestacional rebagliati,arequipa,legal entity,ritonavir 100 mg,licitacion publica,0,1,0,502009.96,2022,1
2024-12-05,2025-02-04,2025-03-04,61,28,89,red prestacional sabogal,lambayeque,legal entity,clotrimazol 1%,licitacion publica,0,0,0,244238.58,2024,0
2023-10-13,2023-10-29,2023-11-14,16,16,32,red asistencial arequipa,loreto,legal entity,insulina glargina 100 ui/ml,adjudicacion simplificada,0,0,1,359443.93,2023,0
2022-11-27,2022-12-21,2023-01-19,24,29,53,red prestacional almenara,lima,consortium,hipromelosa 0.3%,adjudicacion simplificada,1,0,0,49552.84,2022,0
2024-05-07,2024-05-20,2024-06-06,13,17,30,red prestacional rebagliati,madre de dios,legal entity,hipromelosa 0.3%,subasta inversa electronica,0,0,1,381732.75,2024,0
2022-12-14,2023-01-27,2023-02-13,44,17,61,red prestacional rebagliati,loreto,legal entity,clotrimazol 1%,adjudicacion simplificada,0,0,0,47837.63,2022,0
2022-08-19,2022-10-31,2022-12-29,73,59,132,red prestacional almenara,loreto,legal entity,ceftriaxona 1 g,licitacion publica,0,1,0,95846.37,2022,1
2024-07-08,2024-08-06,2024-08-15,29,9,38,red prestacional almenara,apurimac,legal entity,piperacilina/tazobactan 4g+500mg,adjudicacion simplificada,0,1,1,716311.17,2024,0
2023-08-13,2023-09-21,2023-10-28,39,37,76,red prestacional sabogal,lima,legal entity,clotrimazol 1%,licitacion publica,0,0,0,620348.78,2023,0
2023-10-10,2023-11-01,2023-11-05,22,4,26,red prestacional almenara,lambayeque,legal entity,cefalexina 500 mg,adjudicacion simplificada,0,0,0,750832.58,2023,0
2025-05-01,2025-07-16,2025-08-26,76,41,117,red prestacional sabogal,ancash,legal entity,piperacilina/tazobactan 4g+500mg,licitacion publica,0,1,0,8206489.43,2025,1
2023-04-26,2023-06-28,2023-07-24,63,26,89,red prestacional sabogal,lima,legal entity,cicloserine 250 mg,licitacion publica,0,1,1,29470.85,2023,1
2025-08-21,2025-09-17,2025-09-26,27,9,36,red prestacional almenara,lima,natural person,cicloserine 250 mg,adjudicacion simplificada,0,1,1,58351.44,2025,0
2025-09-16,2025-10-17,2025-10-18,31,1,32,red prestacional almenara,arequipa,legal entity,sodio cloruro 0.9%,licitacion publica,0,0,1,35433.71,2025,0
2022-12-25,2023-01-10,2023-02-02,16,23,39,red prestacional almenara,la libertad,legal entity,ritonavir 100 mg,adjudicacion simplificada,0,1,0,272213.28,2022,1
2025-07-17,2025-08-03,2025-08-17,17,14,31,red prestacional sabogal,piura,natural person,ceftriaxona 1 g,subasta inversa electronica,0,1,1,4624593.86,2025,0
2024-05-16,2024-07-03,2024-07-17,48,14,62,red asistencial la libertad,la libertad,legal entity,hipromelosa 0.3%,licitacion publica,0,0,0,30579.91,2024,0
2024-11-13,2024-11-22,2024-12-06,9,14,23,red prestacional sabogal,apurimac,natural person,insulina glargina 100 ui/ml,adjudicacion simplificada,0,1,1,136180.79,2024,0
2022-06-14,2022-07-15,2022-08-12,31,28,59,red prestacional rebagliati,arequipa,legal entity,ceftriaxona 1 g,subasta inversa electronica,0,1,1,1428339.24,2022,1
2022-08-13,2022-09-17,2022-10-06,35,19,54,red asistencial ancash,apurimac,legal entity,cicloserine 250 mg,subasta inversa electronica,0,1,1,964872.93,2022,1
2024-11-02,2024-12-04,2025-01-03,32,30,62,red prestacional sabogal,apurimac,legal entity,sodio cloruro 0.9%,adjudicacion simplificada,0,0,1,148280.66,2024,0
2023-08-22,2023-10-14,2023-11-13,53,30,83,red asistencial arequipa,madre de dios,legal entity,piperacilina/tazobactan 4g+500mg,subasta inversa electronica,0,1,1,657591.05,2023,0
2023-06-21,2023-07-17,2023-07-29,26,12,38,red prestacional almenara,madre de dios,legal entity,omeprazol 20 mg,adjudicacion simplificada,0,1,0,565203.54,2023,0
2023-06-01,2023-06-24,2023-07-11,23,17,40,red prestacional almenara,la libertad,legal entity,hipromelosa 0.3%,adjudicacion simplificada,0,0,0,123214.39,2023,0
2023-11-11,2023-12-23,2024-02-09,42,48,90,red prestacional lambayeque,lima,legal entity,ceftriaxona 1 g,licitacion publica,0,1,1,478806.69,2023,1
2022-06-09,2022-07-13,2022-07-24,34,11,45,red prestacional sabogal,ancash,legal entity,cicloserine 250 mg,subasta inversa electronica,0,1,1,21232.84,2022,0
2024-04-05,2024-05-09,2024-05-24,34,15,49,red asistencial la libertad,lima,natural person,piperacilina/tazobactan 4g+500mg,licitacion publica,0,1,1,305650.71,2024,0
2023-08-21,2023-08-27,2023-09-08,6,12,18,red prestacional rebagliati,lima,legal entity,cicloserine 250 mg,contratacion directa,0,1,1,61709.26,2023,0
2023-06-29,2023-08-04,2023-08-13,36,9,45,red asistencial la libertad,la libertad,legal entity,dextrometorfano 15mg/5ml,adjudicacion simplificada,0,0,0,24186.93,2023,0
2022-04-23,2022-06-08,2022-07-03,46,25,71,red asistencial la libertad,lima,consortium,dextrometorfano 15mg/5ml,licitacion publica,1,0,0,42402.24,2022,0
2023-11-14,2024-01-10,2024-02-04,57,25,82,red prestacional sabogal,lima,legal entity,cicloserine 250 mg,licitacion publica,0,1,1,286961.68,2023,0
2023-02-21,2023-04-30,2023-05-20,68,20,88,red prestacional rebagliati,arequipa,natural person,sodio cloruro 0.9%,licitacion publica,0,0,1,1126556.04,2023,0
2022-09-25,2022-11-03,2022-12-15,39,42,81,red prestacional sabogal,arequipa,natural person,ceftriaxona 1 g,licitacion publica,0,1,1,145265.78,2022,0
2023-10-22,2023-12-28,2024-02-20,67,54,121,red asistencial arequipa,lima,legal entity,insulina glargina 100 ui/ml,licitacion publica,0,1,1,561075.31,2023,1
2023-04-23,2023-05-27,2023-06-08,34,12,46,red prestacional rebagliati,lima,natural person,cefalexina 500 mg,adjudicacion simplificada,0,0,0,250650.85,2023,0
2024-04-10,2024-04-29,2024-05-20,19,21,40,red prestacional rebagliati,lima,consortium,ceftriaxona 1 g,adjudicacion simplificada,1,1,1,529335.86,2024,0
2023-04-23,2023-05-09,2023-05-19,16,10,26,red prestacional almenara,lambayeque,legal entity,clotrimazol 1%,adjudicacion simplificada,0,0,0,52246.44,2023,0
2023-03-22,2023-04-12,2023-04-13,21,1,22,red prestacional lambayeque,apurimac,legal entity,hipromelosa 0.3%,adjudicacion simplificada,0,0,0,226223.5,2023,0
2023-07-06,2023-07-16,2023-07-26,10,10,20,red prestacional sabogal,lima,legal entity,sodio cloruro 0.9%,adjudicacion simplificada,0,0,1,494656.69,2023,0
2022-04-23,2022-05-10,2022-05-11,17,1,18,red asistencial la libertad,lima,legal entity,ritonavir 100 mg,adjudicacion simplificada,0,1,0,305373.29,2022,0
2023-01-02,2023-02-05,2023-02-20,34,15,49,red prestacional rebagliati,piura,legal entity,cicloserine 250 mg,adjudicacion simplificada,0,1,1,32452.44,2023,0
2024-05-09,2024-07-08,2024-08-25,60,48,108,red prestacional sabogal,piura,legal entity,cicloserine 250 mg,licitacion publica,0,1,1,8682255.91,2024,1
2022-08-08,2022-09-06,2022-09-21,29,15,44,red asistencial madre de dios,la libertad,legal entity,ceftriaxona 1 g,adjudicacion simplificada,0,1,1,2823314.56,2022,1
2023-02-23,2023-04-10,2023-04-27,46,17,63,red asistencial arequipa,la libertad,legal entity,insulina glargina 100 ui/ml,licitacion publica,0,1,1,273210.32,2023,0
2024-12-08,2025-02-12,2025-03-21,66,37,103,red prestacional rebagliati,lambayeque,legal entity,ceftriaxona 1 g,licitacion publica,0,1,1,220424.63,2024,1
2024-08-11,2024-10-12,2024-11-09,62,28,90,red prestacional lambayeque,lima,natural person,insulina glargina 100 ui/ml,licitacion publica,0,1,1,71992.13,2024,1
2023-08-13,2023-08-14,2023-09-03,1,20,21,red prestacional almenara,lima,consortium,clotrimazol 1%,adjudicacion simplificada,1,0,0,1323689.54,2023,0
2023-05-06,2023-05-30,2023-06-14,24,15,39,red prestacional rebagliati,apurimac,natural person,clotrimazol 1%,adjudicacion simplificada,0,0,0,693204.78,2023,0
2022-05-10,2022-06-25,2022-07-18,46,23,69,red prestacional rebagliati,lambayeque,consortium,sodio cloruro 0.9%,licitacion publica,1,0,0,121114.46,2022,0
2023-02-22,2023-04-10,2023-05-20,47,40,87,red prestacional sabogal,lima,legal entity,hipromelosa 0.3%,licitacion publica,0,0,0,240730.85,2023,0
2023-06-21,2023-07-02,2023-07-06,11,4,15,red prestacional rebagliati,piura,legal entity,insulina glargina 100 ui/ml,subasta inversa electronica,0,1,0,387042.73,2023,0
2023-08-06,2023-09-19,2023-11-04,44,46,90,red prestacional lambayeque,loreto,legal entity,enoxaparina 40 mg,licitacion publica,0,1,1,310041.13,2023,1
2024-06-08,2024-06-28,2024-07-01,20,3,23,red prestacional sabogal,ancash,legal entity,meropenem 500 mg,subasta inversa electronica,0,1,1,1802166.81,2024,0
2022-07-17,2022-09-14,2022-10-18,59,34,93,red prestacional lambayeque,apurimac,legal entity,ritonavir 100 mg,licitacion publica,0,1,0,3233972.3,2022,1
2023-09-04,2023-10-04,2023-10-30,30,26,56,red prestacional rebagliati,lambayeque,legal entity,hipromelosa 0.3%,adjudicacion simplificada,0,0,0,465191.21,2023,0
2023-11-20,2024-02-23,2024-04-06,95,43,138,red asistencial ancash,apurimac,legal entity,ceftriaxona 1 g,licitacion publica,0,1,1,1993088.21,2023,1
2022-07-22,2022-08-20,2022-09-21,29,32,61,red prestacional lambayeque,piura,legal entity,meropenem 500 mg,subasta inversa electronica,0,1,1,217702.87,2022,0
2023-07-03,2023-08-08,2023-08-19,36,11,47,red prestacional rebagliati,arequipa,legal entity,cicloserine 250 mg,adjudicacion simplificada,0,1,1,778735.78,2023,1
2022-05-03,2022-06-14,2022-07-04,42,20,62,red prestacional almenara,lima,consortium,clotrimazol 1%,subasta inversa electronica,1,0,0,270738.38,2022,0
2023-09-12,2023-10-05,2023-10-19,23,14,37,red prestacional almenara,lambayeque,natural person,meropenem 500 mg,subasta inversa electronica,0,1,1,88167.65,2023,0
2023-10-21,2023-11-24,2023-12-17,34,23,57,red prestacional lambayeque,lima,legal entity,omeprazol 20 mg,subasta inversa electronica,0,0,1,1901153.41,2023,0
2022-10-07,2022-10-19,2022-10-27,12,8,20,red asistencial la libertad,lima,legal entity,clotrimazol 1%,adjudicacion simplificada,0,0,0,151654.68,2022,0
2024-11-20,2024-12-12,2024-12-21,22,9,31,red prestacional almenara,lima,legal entity,piperacilina/tazobactan 4g+500mg,subasta inversa electronica,0,1,1,2174493.17,2024,0
2022-04-08,2022-05-05,2022-06-02,27,28,55,red prestacional sabogal,loreto,consortium,enoxaparina 40 mg,adjudicacion simplificada,1,1,0,4056686.81,2022,1
2022-07-17,2022-08-18,2022-09-28,32,41,73,red prestacional rebagliati,lima,legal entity,sodio cloruro 0.9%,licitacion publica,0,0,1,92481.87,2022,0
2022-08-28,2022-09-15,2022-09-16,18,1,19,red asistencial la libertad,madre de dios,natural person,cefalexina 500 mg,adjudicacion simplificada,0,0,0,794637.71,2022,0
2024-05-23,2024-06-28,2024-07-13,36,15,51,red prestacional lambayeque,loreto,natural person,ceftriaxona 1 g,licitacion publica,0,1,1,708562.11,2024,0
2022-04-07,2022-04-13,2022-04-22,6,9,15,red asistencial la libertad,lambayeque,legal entity,sodio cloruro 0.9%,contratacion directa,0,0,1,104066.59,2022,0
2022-07-20,2022-09-15,2022-10-18,57,33,90,red prestacional almenara,la libertad,legal entity,hipromelosa 0.3%,licitacion publica,0,0,0,335678.48,2022,0
2025-05-04,2025-05-20,2025-06-11,16,22,38,red prestacional rebagliati,lima,legal entity,piperacilina/tazobactan 4g+500mg,adjudicacion simplificada,0,1,1,598977.83,2025,1
2023-07-06,2023-07-21,2023-08-15,15,25,40,red prestacional lambayeque,ancash,legal entity,piperacilina/tazobactan 4g+500mg,subasta inversa electronica,0,1,1,1764681.6,2023,0
2023-11-22,2023-12-24,2024-01-19,32,26,58,red prestacional almenara,arequipa,legal entity,ritonavir 100 mg,subasta inversa electronica,0,1,0,166266.46,2023,0
2024-12-14,2024-12-29,2025-01-19,15,21,36,red prestacional lambayeque,lima,natural person,insulina glargina 100 ui/ml,adjudicacion simplificada,0,1,1,65959.24,2024,0
2023-09-16,2023-10-28,2023-11-20,42,23,65,red prestacional sabogal,madre de dios,legal entity,clotrimazol 1%,licitacion publica,0,0,0,199750.64,2023,0
2024-05-27,2024-07-06,2024-08-07,40,32,72,red asistencial loreto,arequipa,legal entity,ceftriaxona 1 g,licitacion publica,0,1,1,3398285.03,2024,1
2022-09-09,2022-09-14,2022-09-20,5,6,11,red prestacional almenara,lima,consortium,dextrometorfano 15mg/5ml,contratacion directa,1,0,0,87751.5,2022,0
2022-12-12,2023-02-20,2023-03-27,70,35,105,red prestacional lambayeque,lima,legal entity,sulfadiazina 1% crema,licitacion publica,0,0,1,670114.03,2022,1
2023-05-27,2023-06-15,2023-06-27,19,12,31,red prestacional rebagliati,ancash,legal entity,sodio cloruro 0.9%,adjudicacion simplificada,0,0,1,101051.05,2023,0
2024-05-27,2024-07-24,2024-07-27,58,3,61,red prestacional sabogal,apurimac,legal entity,insulina glargina 100 ui/ml,licitacion publica,0,0,1,510353.03,2024,1
2023-12-18,2024-01-26,2024-02-15,39,20,59,red prestacional sabogal,loreto,consortium,ceftriaxona 1 g,licitacion publica,1,1,1,352157.76,2023,0
2024-07-17,2024-09-05,2024-10-23,50,48,98,red prestacional almenara,piura,legal entity,cefalexina 500 mg,licitacion publica,0,0,0,13023.55,2024,0
2022-11-04,2022-12-02,2022-12-20,28,18,46,red prestacional sabogal,loreto,natural person,insulina glargina 100 ui/ml,subasta inversa electronica,0,1,1,2845326.88,2022,1
2023-05-08,2023-06-07,2023-06-28,30,21,51,red prestacional lambayeque,madre de dios,legal entity,enoxaparina 40 mg,licitacion publica,0,1,1,89688.75,2023,0
2024-02-08,2024-03-04,2024-03-20,25,16,41,red prestacional sabogal,ancash,legal entity,sulfadiazina 1% crema,adjudicacion simplificada,0,0,0,1805773.61,2024,0
2025-12-04,2026-01-31,2026-03-05,58,33,91,red asistencial ancash,lima,natural person,sulfadiazina 1% crema,licitacion publica,0,0,0,654209.98,2025,0
2023-12-26,2024-01-08,2024-01-18,13,10,23,red prestacional lambayeque,lima,consortium,hipromelosa 0.3%,adjudicacion simplificada,1,0,0,466893.45,2023,0
2024-05-08,2024-06-09,2024-06-22,32,13,45,red asistencial loreto,cusco,legal entity,cefalexina 500 mg,adjudicacion simplificada,0,0,0,280512.96,2024,1
2022-09-24,2022-10-17,2022-10-25,23,8,31,red prestacional lambayeque,ancash,natural person,cefalexina 500 mg,adjudicacion simplificada,0,0,0,1021047.53,2022,0
2024-05-30,2024-07-07,2024-07-20,38,13,51,red prestacional rebagliati,lima,legal entity,meropenem 500 mg,adjudicacion simplificada,0,1,1,968711.75,2024,0
2024-10-24,2024-12-02,2024-12-20,39,18,57,red prestacional almenara,lambayeque,consortium,piperacilina/tazobactan 4g+500mg,licitacion publica,1,1,1,106032.03,2024,0
2024-04-08,2024-04-22,2024-05-24,14,32,46,red prestacional rebagliati,cusco,legal entity,insulina glargina 100 ui/ml,licitacion publica,0,1,1,294282.95,2024,0
2022-09-20,2022-11-08,2022-12-22,49,44,93,red prestacional rebagliati,arequipa,legal entity,meropenem 500 mg,licitacion publica,0,1,0,385073.24,2022,0
2022-09-09,2022-10-09,2022-10-28,30,19,49,red asistencial loreto,lambayeque,legal entity,cefalexina 500 mg,licitacion publica,0,0,0,138059.03,2022,0
2025-05-24,2025-05-27,2025-06-03,3,7,10,red asistencial loreto,cusco,natural person,clotrimazol 1%,adjudicacion simplificada,0,0,0,260596.12,2025,0
2023-12-12,2024-01-25,2024-01-28,44,3,47,red asistencial ancash,madre de dios,legal entity,ritonavir 100 mg,subasta inversa electronica,0,1,0,14805.52,2023,0
2022-04-22,2022-05-12,2022-06-04,20,23,43,red prestacional almenara,lima,natural person,paracetamol 500 mg,adjudicacion simplificada,0,0,0,237638.08,2022,0
2022-03-01,2022-03-09,2022-03-20,8,11,19,red prestacional almenara,lima,legal entity,cicloserine 250 mg,contratacion directa,0,0,1,965748.83,2022,0
2022-01-02,2022-02-10,2022-03-26,39,44,83,red prestacional almenara,lima,legal entity,omeprazol 20 mg,licitacion publica,0,0,0,180353.3,2022,0
2024-10-30,2024-11-17,2024-11-30,18,13,31,red prestacional sabogal,madre de dios,natural person,omeprazol 20 mg,adjudicacion simplificada,0,0,0,148505.02,2024,0
2023-09-11,2023-09-19,2023-09-30,8,11,19,red prestacional rebagliati,ancash,natural person,piperacilina/tazobactan 4g+500mg,contratacion directa,0,1,1,130393.0,2023,1
2022-05-20,2022-06-25,2022-07-20,36,25,61,red prestacional rebagliati,lima,legal entity,dextrometorfano 15mg/5ml,licitacion publica,0,0,0,2217711.45,2022,0
2024-02-06,2024-02-28,2024-03-29,22,30,52,red prestacional rebagliati,apurimac,legal entity,ceftriaxona 1 g,licitacion publica,0,1,1,158851.9,2024,0
2022-06-09,2022-07-30,2022-08-20,51,21,72,red prestacional almenara,lambayeque,legal entity,paracetamol 500 mg,licitacion publica,0,0,0,70232.58,2022,0
2023-01-09,2023-01-27,2023-02-03,18,7,25,red prestacional sabogal,lima,legal entity,sulfadiazina 1% crema,contratacion directa,0,0,0,57284.71,2023,0
2022-08-21,2022-09-11,2022-10-04,21,23,44,red asistencial arequipa,ancash,legal entity,cefalexina 500 mg,subasta inversa electronica,0,0,0,198075.82,2022,0
2025-04-09,2025-04-26,2025-05-19,17,23,40,red asistencial la libertad,lima,legal entity,clotrimazol 1%,adjudicacion simplificada,0,0,0,688089.9,2025,0
2023-05-27,2023-08-11,2023-10-10,76,60,136,red asistencial loreto,madre de dios,legal entity,cefalexina 500 mg,licitacion publica,0,0,1,135807.54,2023,1
2024-10-30,2024-12-15,2025-02-05,46,52,98,red prestacional rebagliati,ancash,consortium,piperacilina/tazobactan 4g+500mg,licitacion publica,1,1,0,717521.22,2024,1
2024-07-26,2024-08-10,2024-09-01,15,22,37,red asistencial la libertad,lima,legal entity,hipromelosa 0.3%,adjudicacion simplificada,0,0,0,115797.74,2024,0
2024-05-10,2024-06-17,2024-07-19,38,32,70,red prestacional almenara,loreto,legal entity,hipromelosa 0.3%,licitacion publica,0,0,0,261599.99,2024,0
2022-06-01,2022-08-03,2022-08-30,63,27,90,red prestacional sabogal,loreto,legal entity,insulina glargina 100 ui/ml,licitacion publica,0,1,0,67018.93,2022,0
2024-02-23,2024-03-24,2024-04-13,30,20,50,red prestacional sabogal,lima,natural person,clotrimazol 1%,licitacion publica,0,1,0,666429.49,2024,0
2024-04-29,2024-05-25,2024-06-02,26,8,34,red prestacional rebagliati,la libertad,legal entity,cefalexina 500 mg,adjudicacion simplificada,0,0,0,1115628.37,2024,0
2022-06-10,2022-07-07,2022-07-15,27,8,35,red prestacional rebagliati,lima,legal entity,ceftriaxona 1 g,adjudicacion simplificada,0,1,1,151905.04,2022,0
2025-04-26,2025-05-11,2025-06-04,15,24,39,red asistencial loreto,lima,natural person,meropenem 500 mg,adjudicacion simplificada,0,1,0,667617.62,2025,0
2022-03-16,2022-04-21,2022-05-05,36,14,50,red asistencial ancash,lima,consortium,ceftriaxona 1 g,subasta inversa electronica,1,1,1,231499.43,2022,0
2022-04-23,2022-05-14,2022-05-29,21,15,36,red prestacional sabogal,lima,legal entity,hipromelosa 0.3%,adjudicacion simplificada,0,0,0,1619792.64,2022,0
2025-04-14,2025-04-23,2025-05-20,9,27,36,red asistencial loreto,lambayeque,legal entity,paracetamol 500 mg,subasta inversa electronica,0,0,1,365453.6,2025,0
2025-12-06,2025-12-28,2026-01-12,22,15,37,red asistencial loreto,lima,legal entity,dextrometorfano 15mg/5ml,adjudicacion simplificada,0,0,0,115175.31,2025,0
2024-09-10,2024-09-28,2024-10-14,18,16,34,red prestacional rebagliati,lima,legal entity,clotrimazol 1%,adjudicacion simplificada,0,0,0,1402711.59,2024,0
2024-08-14,2024-08-29,2024-09-12,15,14,29,red asistencial ancash,lima,legal entity,ritonavir 100 mg,adjudicacion simplificada,0,1,0,714383.61,2024,0
2022-04-22,2022-05-08,2022-05-22,16,14,30,red prestacional rebagliati,lambayeque,legal entity,ceftriaxona 1 g,adjudicacion simplificada,0,1,1,112400.88,2022,0
2023-04-09,2023-05-26,2023-06-17,47,22,69,red prestacional sabogal,arequipa,legal entity,insulina glargina 100 ui/ml,adjudicacion simplificada,0,1,1,247679.17,2023,1
2022-06-02,2022-07-05,2022-08-28,33,54,87,red prestacional almenara,lima,legal entity,hipromelosa 0.3%,licitacion publica,0,0,0,559970.65,2022,0
